DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
15-02-2022,"#MarketAtClose | BSE cos gain market cap of ₹6.5 lk cr today vs loss of ₹8.5 lk cr yesterday

Market breadth favours advances, advance-decline ratio at 2:1",BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.073,0.197,0.73,0.5994,723,737.333313,729.3499756,730.4666748,713.9472046,4129329,877.1266724,904.906665,850.6766602,879.9300049,860.0304199,7832944.2,bullish
15-02-2022,"LIC IPO | DIPAM officials deny rumours on issue date since roadshows with investors are on 

Any decision on valuation will be taken after roadshows

Listing to be completed in March

#LICIPO #LIC #IPO",LICHSGFIN,LIC Housing Finance Limited,Finance,Finance,EQ,29-Jul-98,2,1,INE115A01026,2,0.07,0,0.93,-0.34,361,389,388,387,371.562439,9969533,464.3199951,474.7600037,452.3,463.7799988,445.2796509,6936180,bullish
16-02-2022,Tech Mahindra to acquire 80% equity shares in geomatic.ai for A$6 m,M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0,0.18,0.82,0.296,854.5999756,878.5,859,864.25,855.49646,4401342,1011.869995,1029.51001,990.9200073,1018.159998,1007.847571,5118636.8,bearish
16-02-2022,"CRISIL Q3 : CONS. NET PROFIT UP 51 % AT 166 CR (YOY), UP 48 % (QOQ)

REVENUE UP 18 % AT 706 CR (YOY), UP 24 % (QOQ)

EBITDA UP 25 % AT 192 CR (YOY), UP 31 % (QOQ)

MARGINS AT 27.2 % V 25.7 % (YOY), UP 31 % (QOQ)",CRISIL,CRISIL Limited,Miscellaneous,Miscellaneous,EQ,28-Jun-95,1,1,INE007A01025,1,0,0.081,0.919,0.5622,2910,2926,2811.050049,2832.100098,2803.70459,415412,3296.85,3344.719971,3236.030029,3301.6,3268.497021,109397.8,bullish
16-02-2022,"#Breaking | #Russia says military drills in Moscow-annexed Crimea have ended & soldiers are returning to their garrisons, a day after it announced a first troop pullback from Ukraine's borders. State television shows images of military units crossing a bridge back to the mainland",SBIN,State Bank of India,Banks - PSU,Banks - PSU,EQ,01-Mar-95,1,1,INE062A01020,1,0,0,1,0,526.5,528,511.1499939,516.7000122,508.7602234,19773807,630.3599976,637.7199951,620.0100037,629.6599915,619.9844299,23578542,bearish
16-02-2022,"#JustIn | Ultracab participates in ₹800 cr Indian Rail Tender, expects ₹35-40 cr business",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0,0,1,0,353.7999878,363.2000122,346,356,332.6217651,48835,429.0599976,436.3000061,419.2499939,426.9200012,398.8845154,61580.2,bearish
16-02-2022,#JustIn | Aurobindo Pharma promoter releases pledge on 28.6 lakh shares (0.5% equity) from February 11-14,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,19-Jul-00,1,1,INE406A01037,1,0,0.136,0.864,0.296,692.9500122,697.6500244,672.9500122,690.0999756,682.7015991,1704627,810.4800049,833.2600098,800.5599976,820.6900024,811.891626,4359665,bearish
16-02-2022,"Sources tell @Parikshitl |  Discussions are underway to increase #flights between #India and #Ukraine, amid concerns raised by Indian students. Control rooms being setup at the Indian Embassy in Kyiv and at MEA HQ to respond to queries 

#RussiaUkraineCrisis",CONTROLPR,Control Print Limited,Trading,Trading,EQ,24-Jun-16,10,1,INE663B01015,10,0,0.059,0.941,0.3182,349.8999939,364.75,356.5499878,361.5499878,354.2972717,17368,435.3699951,442.6700012,422.9100037,431.2599976,422.6088989,20084.4,bearish
16-02-2022,Ultracab participated in a tender of Indian railways of amount Rs 800 crore and the company expects Rs 35 to 40 crore business from them in upcoming financial year.,IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0,0,1,0,353.7999878,363.2000122,346,356,332.6217651,48835,429.0599976,436.3000061,419.2499939,426.9200012,398.8845093,61580.2,bearish
16-02-2022,UBS Securities India upgraded Bharti Airtel to ‘Buy’ from ‘Neutral’ as it believes the company will continue to gain revenue market share in India through 2024-25. The broker also raised the target price on the counter to Rs 855.,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0,0.178,0.822,0.7783,149,152.8999939,143,146.3500061,144.4025726,589295,186.7,191.3300018,179.4399994,184.4700012,182.0153107,1066242.4,bearish
16-02-2022,"State-owned GAIL India Ltd plans to lay a pipeline to Srinagar to take the environmentally friendly natural gas to the Kashmir Valley as it doubles down on efforts to expand infrastructure to helm the government vision of a gas-based economy, its chairman and managing director Manoj Jain said.",GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-Apr-97,10,1,INE129A01019,10,0,0.192,0.808,0.8402,92.90000153,94.1333313,92.69999695,92.90000153,89.21718597,7104208,112.7666656,113.7866653,110.9133347,112.1800003,107.7328751,16641954.4,bullish
17-02-2022,"JSW Ispat special #steel ( *Monnet* ), a JV between Private Equity firm AION & JSW Steel has HIVED off its Raipur (Chattisgarh) plant along with certain other assets to its wholly owned  subsidiary via a SLUMP SALE of Rs 450 crore to be approved by NCLT",JSWENERGY,JSW Energy Limited,Power,Power,EQ,04-Jan-10,10,1,INE121E01018,10,0,0.193,0.807,0.8074,325.1000061,340,327,337.8500061,335.4657288,1018659,388.0200012,402.4699951,381.35,397.7099976,394.9032776,1004760.4,bullish
17-02-2022,Gravita India’s refined lead of 99.98% purity and above produced at Chittoor plant has been empanelled as approved lead brands deliverable against MCX Lead futures contract,GRAVITA,Gravita India Limited,Metals,Metals,EQ,16-Nov-10,2,1,INE024L01027,2,0,0.101,0.899,0.4215,371.8999939,382,364.1000061,375,375,229537,449.9700012,459.1999939,433.1599976,447.4700012,447.4700012,348804.2,bearish
17-02-2022,".@IncomeTaxIndia conducts searches at Chitra Ramakrishna (former MD & CEO of National Stock Exchange) Mumbai residence

Alert : Chitra Ramakrishna was recently penalised by SEBI for passing sensitive information to an outsider",NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-Apr-99,5,1,INE139A01034,5,0,0.071,0.929,0.296,120,120.6999969,114.8000031,117.4000015,113.8970718,16060493,146.9299988,149.1999985,143.3600021,145.6500015,138.3606598,28160509.4,bearish
17-02-2022,"#LICIPO | #BSE Ebix Insurance Broking announces insurance broker agreement for distribution of #LIC products 

Alert ; BSE Ebix Insurance Broking is a Joint Venture between BSE & Ebix Fincorp Exchange",BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0,0.178,0.822,0.6597,755.666687,781.333313,750.0166626,760.9000244,743.6923218,7027020,891.3266724,915.4933228,874.6733276,893.8300049,873.6160767,6234423.6,bearish
17-02-2022,"Punjab & Sind Bank: To offer shares up to Rs 4600 cr to #Govt via preferential issue 

 #PunjabSindBank #StocksToWatch #preferentialshares",PNB,Punjab National Bank,Banks - PSU,Banks - PSU,EQ,24-Apr-02,2,1,INE160A01022,2,0,0.109,0.891,0.296,38.5,38.75,37.59999847,38.04999924,37.23144531,37538172,47.01999969,47.46999969,46.09000015,46.52999954,45.52901764,58342537.8,bearish
17-02-2022,"We stand out as one of the fastest growing major economy; yet India is not decoupled from global economy, says Deepak Parekh, Chairman #HDFC at the 4th Edition of @CIIEvents Real Estate Confluence",DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals,EQ,17-Jan-03,10,1,INE501A01019,10,0,0.05,0.95,0.1779,582,587.5499878,550.0999756,560.4000244,555.1154785,497555,676.0199951,692.3699951,666,677.6200073,671.2300659,1006688,bearish
17-02-2022,"Greatest mark of confidence in realty sector has been the launch of new houses surpassing pre-pandemic levels, says Deepak Parekh, Chairman #HDFC at the 4th Edition of @CIIEvents Real Estate Confluence",DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals,EQ,17-Jan-03,10,1,INE501A01019,10,0,0.205,0.795,0.8176,582,587.5499878,550.0999756,560.4000244,555.1154785,497555,676.0199951,692.3699951,666,677.6200073,671.2300659,1006688,bearish
17-02-2022,LUPIN : Lupin Announces FDA Approval of Supplemental New Drug Application for SOLOSEC® (secnidazole) in Adolescents for both the Treatment of Bacterial  Vaginosis in Females and Trichomoniasis,LUPIN,Lupin Limited,Pharmaceuticals,Pharmaceuticals,EQ,10-Sep-01,2,1,INE326A01037,2,0,0.11,0.89,0.4767,785.2999878,785.2999878,764.7999878,772.2999878,767.5253296,1532083,946.0200073,948.8900024,926.2299927,935.9399902,930.1536621,2184424,bearish
17-02-2022,"Hindustan Aeronautics: The @IncomeTaxIndia department has allowed the research and development expense at the company to be presented as capital expenditure, resulting in a refund of Rs 710 cr",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0,0,1,0,147.3999939,149.8000031,142.75,144.6999969,142.7745056,326962,184.0799988,187.7800018,176.75,180.25,177.8514618,884275.2,bullish
17-02-2022,"IncomeTax Department raids the residence of former MD & CEO of National Stock Exchange, Chitra Ramakrishna and Group Operating Officer Anand Subramanian",NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-Apr-99,5,1,INE139A01034,5,0,0,1,0,120,120.6999969,114.8000031,117.4000015,113.8970718,16060493,146.9299988,149.1999985,143.3600021,145.6500015,138.3606598,28160509.4,bearish
18-02-2022,"Coal India: FY22 despatch as of Feb 16 exceeds total supplies logged ln FY21, supplied 575 mt of coal till now in FY22 Vs 574.5 in full FY21",COALINDIA,Coal India Limited,Mining,Mining,EQ,04-Nov-10,10,1,INE522F01014,10,0,0,1,0,163,168.25,159.8500061,167.3000031,146.7780762,23740696,197.95,200.0300018,194.8600006,197.2,173.0103973,15545478.4,bearish
18-02-2022,ESCORTS : Escorts group is in focus as the board will consider allotment of shares to #Kubota today and will also look for canceling shares of #Escorts Benefit and Welfare Trust without payment of any consideration,ESCORTS,Escorts Kubota Limited,,,EQ,01-Mar-95,10,1,INE042A01014,10,0,0.257,0.743,0.8658,1855.199951,1862,1851.400024,1860.25,1851.323975,366701,2218.83999,2231.25,2210.959985,2221.349976,2210.691309,640789.2,bullish
18-02-2022,"Morgan Stanley says following The Recent Changes to our inflation Outlook ,we now expect fed to deliver total of six 25 basis points hike ( total 150 points ) this year",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0,0,1,0,144,148.8000031,131.1000061,144.8000031,142.8731842,203025,179.7,184.1900024,172.8799988,176.6399994,174.2894989,823944.4,bearish
18-02-2022,". @IndiGo6E takes delivery of its first aircraft operating on Sustainable Aviation Fuel from Airbus

First international flight operated by any Indian carrier using SAF, says IndiGo",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0,0,1,0,348.7000122,353.9500122,332.1000061,348.5,325.6142883,42703,424.5,430.7600098,413.9,421.4100037,393.7363586,59315.2,bearish
18-02-2022,NBCC (India) awards 4 projects for total work value of Rs 308 crore; stock down 1%,NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-Apr-12,1,1,INE095N01031,1,0,0.293,0.707,0.6597,41.59999847,42.29999924,39.90000153,41.29999924,40.70231628,7303632,51.88000031,52.57999954,50.52999954,51.28999939,50.54774246,6498604.8,bearish
18-02-2022,"Brightcom Group hits 5% upper circuit on announcing record date for bonus issue

The company has decided to set Wednesday, March 16, 2022, as the Record Date to ascertain the eligibility of shareholders entitled to the issuance of Bonus Shares.


The proposed equity bonus will be issued in the ratio of 2:3 (two equity shares for every three equity shares held by the Members), as recommended by the Company's Board of Directors in its meeting held on January 25, 2022, subject to members' approval.",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0,0.243,0.757,0.9686,144,148.8000031,131.1000061,144.8000031,142.8731842,203025,179.7,184.1900024,172.8799988,176.6399994,174.2894989,823944.4,bearish
18-02-2022,"Mahindra Holidays & Resorts has agreed on February 17, 2022 to sell its entire investment consisting of 5,738 equity shares (10.76% stake) in Nreach Online Services Private Limited (""Nreach""), held as an investment by the Company.",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.048,0.173,0.779,0.6124,857.2000122,869.75,832,852,843.3705444,1616856,1021.309998,1038.180005,999.4900024,1022.359998,1012.005042,4027456.4,bearish
18-02-2022,"Vedanta to invest up to USD 20 bn in semiconductor business in #India, roll out by 2025 (Agencies) 
#Vedanta #semiconductor #StocksToWatch",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-Oct-08,5,1,INE144J01027,5,0,0,1,0,77.84999847,79.55000305,73.25,77.19999695,77.19999695,122561,96.91999817,99.13000031,93.66000061,95.15,95.15,291024.6,bearish
18-02-2022,#JustIn | Butterfly Gandhimathi announces closure of trading window from February 19,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Domestic Appliances,Domestic Appliances,EQ,28-Apr-14,10,1,INE295F01017,10,0,0,1,0,1092.050049,1291.25,1255,1284.400024,1284.400024,538297,1528.890015,1613.969995,1472.92002,1543.490015,1543.490015,306973.6,bullish
18-02-2022,"DIPAM officials deny that the anchor book date for LIC IPO is March 11.

""Dates yet to be finalised,"" DIPAM sources say.",LICHSGFIN,LIC Housing Finance Limited,Finance,Finance,EQ,29-Jul-98,2,1,INE115A01026,2,0.103,0,0.897,-0.34,378.6499939,382.5,369.7999878,374.6000061,359.6571045,2536375,460.9699951,471.3700012,449.3799927,457.0299988,438.7989197,7377523.2,bearish
18-02-2022,#JustIn | Butterfly Gandhimathi announces closure of trading window from February 19,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Domestic Appliances,Domestic Appliances,EQ,28-Apr-14,10,1,INE295F01017,10,0,0,1,0,1092.050049,1291.25,1255,1284.400024,1284.400024,538297,1528.890015,1613.969995,1472.92002,1543.490015,1543.490015,306973.6,bullish
19-02-2022,"TATA POWER  : EV charging infra increases 2.5 times in 3 months in 9 cities, says Power Ministry",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0,0,1,0,118.6500015,120.4000015,116.8000031,118.3499985,106.031105,5244710,144.1399994,146.0700012,141.7299988,143.2399994,128.3303406,9876951.4,bullish
19-02-2022,"Our #NewsBreak Confirmed | @EquitasBank announces list of participants who have been allotted more than 5% securities in its QIP. List includes: 

- Govt of Singapore at 6.5%
- Nippon Life India (13.6%)
- ICICI Prudential (10%)
- HDFC MF (5.5%)
- SBI MF (34.6%)",HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-Nov-95,1,1,INE040A01034,1,0,0.061,0.939,0.3535,1498.300049,1517,1495.550049,1512.349976,1494.967896,3898064,1802.4,1824.619995,1788.26001,1808.98999,1788.198535,6368239,bullish
19-02-2022,Infosys joins Guidewire PartnerConnect as consulting alliance member,INFY,Infosys Limited,Computers - Software,Computers - Software,EQ,08-Feb-95,5,1,INE009A01021,5,0,0,1,0,1710,1722.5,1691.5,1706.949951,1670.80249,5602215,2064.25,2087.63999,2046.469995,2061.369995,2017.717139,6914346,bullish
19-02-2022,"Srikanth Nadhamuni resigns as non-executive, non-independent director of HDFC Bank with effect from today, citing the possibility of conflict of interest in the future in case a transaction materialised between the bank and a company he is interested in.",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.106,0.132,0.762,0.2732,105.3000031,107.6999969,102.8000031,105.3499985,102.2705383,31422298,130.75,132.7199997,127.7700012,129.5699997,125.7825684,50609821.2,bearish
19-02-2022,"Escorts allots 93.6 lakh shares to Kubota Corp at Rs 2,000/sh",ESCORTS,Escorts Kubota Limited,,,EQ,01-Mar-95,10,1,INE042A01014,10,0,0.18,0.82,0.296,1855.199951,1862,1851.400024,1860.25,1851.323975,366701,2218.83999,2231.25,2210.959985,2221.349976,2210.691309,640789.2,bullish
19-02-2022,"Mahindra & Mahindra sells 36 lakh shares of Rs 5 rupees each, representing 0.36% of the paid-up equity capital of Tech Mahindra  

Consequently, the company's shareholding in Tech Mahindra stands at 25.54%.",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0,0.071,0.929,0.296,857.2000122,869.75,832,852,843.3705444,1616856,1021.309998,1038.180005,999.4900024,1022.359998,1012.005042,4027456.4,bearish
19-02-2022,"INDIA-#UAE JOINT STATEMENT

Boost bilateral #trade to $100 bn in 5 years

Expedite work on a dedicated investment zone for UAE cos 

JVs to focus on setting up a food corridor

Dedicated India Mart in Jebel Ali Free Zone

Support #energy transition & work on low-carbon future",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0,0.279,0.721,0.9287,770,775,761.9500122,771.2999878,749.1630249,1473,923.6700073,933.1700073,915.8400024,923.5700073,897.0627808,2487.2,bullish
19-02-2022,"INDIA-#UAE JOINT STATEMENT

Establish a Joint Hydrogen task force to scale up tech

Establish an Indian Institute of Technology in the UAE",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0,0,1,0,348.7000122,353.9500122,332.1000061,348.5,325.6142883,42703,424.5,430.7600098,413.9,421.4100037,393.7363464,59315.2,bearish
19-02-2022,"Bank of Baroda bought 99,000 shares of India Debt Resolution Co Ltd at Rs 10 per share

Bank of Baroda's stake in India Debt Resolution Co will reduce to 9.9% from 12.30% by Mar 31.",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.124,0.109,0.767,-0.1531,105.3000031,107.6999969,102.8000031,105.3499985,102.2705383,31422298,130.75,132.7199997,127.7700012,129.5699997,125.7825684,50609821.2,bearish
19-02-2022,"Context:-

In September, public sector banks created India Debt Resolution Co as a step-down asset management company with an aim to resolve and restructure bad loans bought by National Asset Reconstruction Co

Public sector banks will hold a 49% stake in the entity. 

#ARC #NPA",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.114,0.183,0.703,0.3818,770,775,761.9500122,771.2999878,749.1630859,1473,923.6700073,933.1700073,915.8400024,923.5700073,897.0628174,2487.2,bullish
19-02-2022,Union Bank: To buy 12.3% stake in India Debt Resolution Co,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.2,0,0.8,-0.3612,770,775,761.9500122,771.2999878,749.1630859,1473,923.6700073,933.1700073,915.8400024,923.5700073,897.0628174,2487.2,bullish
19-02-2022,"Aptel rejects Tata Power plea against MERC's Rs 7,000 cr project award to Adani without bidding",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0.155,0.169,0.676,0.0772,118.6500015,120.4000015,116.8000031,118.3499985,106.031105,5244710,144.1399994,146.0700012,141.7299988,143.2399994,128.3303406,9876951.4,bullish
19-02-2022,JMC Projects to merge into Kalpataru Power Transmission. Every shareholder of JMC Projects holding four shares in it would get one share in KPTL,JMCPROJECT,JMC Projects (India)  Limited,Construction,Construction,EQ,26-Nov-07,2,1,INE890A01024,2,0,0.167,0.833,0.5267,93,94.80000305,87.84999847,92.65000153,91.5145874,277615,118.0099991,120.2399994,113.4600006,116.3700012,114.9438995,276207.2,bearish
20-02-2022,GODAWARI POWER : Co. To Sell its Stake In Subsidiary Green Energy At Enterprises Value Rs 665 Cr,ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0,0.231,0.769,0.5423,21.35000038,21.35000038,20.29999924,21.35000038,21.35000038,42824,27.42999992,27.86000023,27.24000015,27.68000031,27.68000031,111479.8,bearish
20-02-2022,Ashok Leyland mulls separate plant for EVs; lines up Rs 500 cr investment for alternative fuel tech (From Agencies),ASHOKLEY,Ashok Leyland Limited,Auto - LCVs & HCVs,Auto - LCVs & HCVs,EQ,25-May-95,1,1,INE208A01029,1,0,0,1,0,125.25,127.6500015,123.0999985,126.5,125.6160049,8259183,154.05,156.3199997,151.1399994,153.3899994,152.3180954,15947518.4,bearish
21-02-2022,"Sources say families of Indian Embassy officials in Ukraine asked to move back to India. All family members of Indian embassy officials in Ukraine are to be brought back. Diplomatic officials to continue staying in Ukraine, embassy to function normally",IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10,0,0,1,0,341,346.6000061,322,335.5,313.4679871,59376,419.7,426.7400085,409.3200012,417.1100037,389.7187378,63246.4,bearish
21-02-2022,"NEW SUMMIT GIVES BREATHING SPACE !

French Govt: Biden, Putin Agree to Macron-Brokered Summit

Acceptance may alleviate any fears of imminent dial up in conflict

Substance of summit will be prepared by Blinken & Lavrov when they meet on Feb-24

WTI -1.25%, S&P e-minis +0.2%",SUMMITSEC,Summit Securities Limited,Finance - Investments,Finance - Investments,EQ,28-Jan-11,10,1,INE519C01017,10,0.1,0.151,0.748,0.3802,658,715,635.5,672.8499756,672.8499756,11089,815.0099976,855.2700073,804.4,821.4199829,821.4199829,10525.8,bearish
